RouteId,RouteVarId,StopId,Code,Name,Lat,Lng,Zone,Ward,StopType,Street,Status
178,1,7084,HCG 115,Tam Thôn Hiệp,10.601874,106.860108,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Ô sơn,Nguyễn Công Bao,Đang khai thác
178,1,6872,HCG 051,Đình xã Tam Thôn Hiệp,10.607996,106.859014,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Nhà chờ,Tam Thôn Hiệp,Đang khai thác
178,1,6873,HCG 052,Nhà văn hóa Ấp Trần Hưng Đạo,10.618019,106.855913,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Nhà chờ,Tam Thôn Hiệp,Đang khai thác
178,1,7082,HCG 113,Cống Hưng Đạo,10.619042,106.852807,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Ô sơn,Tam Thôn Hiệp,Đang khai thác
178,1,6874,HCG 053,Cầu Tắc Tây Đen,10.618219,106.847556,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Nhà chờ,Tam Thôn Hiệp,Đang khai thác
178,1,6875,HCG 054,Bà Xán,10.619232,106.842567,Huyện Cần Giờ,Xã Bình Khánh,Trụ dừng,Bà Xán,Đang khai thác
178,1,7080,HCG 111,Đội 5,10.620445,106.835598,Huyện Cần Giờ,Xã Bình Khánh,Nhà chờ,Bà Xán,Đang khai thác
178,1,6876,HCG 055,Nghĩa trang Bình Khánh,10.618219,106.825604,Huyện Cần Giờ,Xã Bình Khánh,Trụ dừng,Bà Xán,Đang khai thác
178,1,6861,BX 85,Bà Xán,10.616538,106.81884,Huyện Cần Giờ,Xã Bình Khánh,Bến xe,Bà Xán,Đang khai thác
178,2,6861,BX 85,Bà Xán,10.616538,106.81884,Huyện Cần Giờ,Xã Bình Khánh,Bến xe,Bà Xán,Đang khai thác
178,2,6877,HCG 056,Nghĩa trang Bình Khánh,10.61784,106.825283,Huyện Cần Giờ,Xã Bình Khánh,Trụ dừng,Bà Xán,Đang khai thác
178,2,7079,HCG 110,Đội 5,10.620097,106.835368,Huyện Cần Giờ,Xã Bình Khánh,Nhà chờ,Bà Xán,Đang khai thác
178,2,6878,HCG 057,Bà Xán,10.61992,106.84104,Huyện Cần Giờ,Xã Bình Khánh,Trụ dừng,Bà Xán,Đang khai thác
178,2,6879,HCG 058,Cầu Tắc Tây Đen,10.61804,106.847212,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Nhà chờ,Tam Thôn Hiệp,Đang khai thác
178,2,7081,HCG 112,Cống Hưng Đạo,10.618831,106.852705,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Ô sơn,Tam Thôn Hiệp,Đang khai thác
178,2,6880,HCG 059,Nhà văn hóa Ấp Trần Hưng Đạo,10.617861,106.855811,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Nhà chờ,Tam Thôn Hiệp,Đang khai thác
178,2,6881,HCG 060,Đình xã Tam Thôn Hiệp,10.607532,106.858934,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Nhà chờ,Tam Thôn Hiệp,Đang khai thác
178,2,7083,HCG 114,Nguyễn Công Bao,10.601779,106.85998,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Ô sơn,Nguyễn Công Bao,Đang khai thác
178,2,7085,HCG 116,Nguyễn Công Bao 2,10.598515,106.85955,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Ô sơn,Nguyễn Công Bao,Đang khai thác
178,2,6883,HCG 062,Trường Trung học Tam Thôn Hiệp,10.588138,106.854706,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Nhà chờ,Tam Thôn Hiệp,Đang khai thác
178,2,7089,HCG 120,Đường Đê N1,10.590463,106.856705,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Ô sơn,Tam Thôn Hiệp,Đang khai thác
178,2,6884,HCG 063,Đê An Hòa,10.587806,106.845024,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Trụ dừng,Tam Thôn Hiệp,Đang khai thác
178,2,7091,HCG 122,Thuận Yến,10.588349,106.838012,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Ô sơn,Tam Thôn Hiệp,Đang khai thác
178,2,7093,HCG 124,Tam Thôn Hiệp,10.587505,106.834112,Huyện Cần Giờ,Thị trấn Cần Thạnh,Ô sơn,Tam Thôn Hiệp,Đang khai thác
178,2,6885,HCG 064,Trường An Nghĩa,10.588961,106.830626,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Nhà chờ,Tam Thôn Hiệp,Đang khai thác
178,2,6886,HCG 065,Rừng Sác,10.587579,106.82539,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Trụ dừng,Tam Thôn Hiệp,Đang khai thác
178,2,6887,HCG 066,An Thới Đông,10.576326,106.824199,Huyện Cần Giờ,Xã An Thới Đông,Nhà chờ,An Thới Đông,Đang khai thác
178,2,7095,HCG 126,An Thới Đông,10.576205,106.817231,Huyện Cần Giờ,Xã An Thới Đông,Nhà chờ,An Thới Đông,Đang khai thác
178,2,6888,HCG 067,Trường THCS An Thới Đông,10.583208,106.805778,Huyện Cần Giờ,Xã An Thới Đông,Nhà chờ,An Thới Đông,Đang khai thác
178,2,7097,HCG 128,Rạch Giồng,10.586931,106.803868,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,An Thới Đông,Đang khai thác
178,2,7099,HCG 130,Quán Phương Trang,10.590442,106.801395,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,An Thới Đông,Đang khai thác
178,2,6889,HCG 068,Trường tiểu học An Thới Đông,10.590954,106.793289,Huyện Cần Giờ,Xã An Thới Đông,Nhà chờ,An Thới Đông,Đang khai thác
178,2,6860,BX 84,Ủy ban nhân dân xã An Thới Đông,10.591123,106.788638,Huyện Cần Giờ,Xã An Thới Đông,Bến xe,An Thới Đông,Đang khai thác
179,1,6862,BX 86,Tân Điền,10.466353,106.776466,Huyện Cần Giờ,Xã Lý Nhơn,Bến xe,Dương Văn Hạnh,Đang khai thác
179,1,9451,HCG 218,Đê Soài Rạp,10.467928,106.774129,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Đê Soài Rạp,Chưa khai thác
179,1,6890,HCG 069,Ngã 3 Lý Nhơn,10.471349,106.7696,Huyện Cần Giờ,Xã Lý Nhơn,Trụ dừng,Dương Văn Hạnh,Đang khai thác
179,1,9433,HCG 200,Đại lý bia Ron,10.476316,106.764847,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Đê Soài Rạp,Chưa khai thác
179,1,6891,HCG 070,Tổ nhân dân 24,10.482199,106.761746,Huyện Cần Giờ,Xã Lý Nhơn,Nhà chờ,Dương Văn Hạnh,Đang khai thác
179,1,6892,HCG 071,Tổ nhân dân 25,10.492886,106.758812,Huyện Cần Giờ,Xã Lý Nhơn,Trụ dừng,Dương Văn Hạnh,Đang khai thác
179,1,6893,HCG 072,Cống Ông Tư Kính,10.510857,106.758571,Huyện Cần Giờ,Xã Lý Nhơn,Nhà chờ,Dương Văn Hạnh,Đang khai thác
179,1,9449,HCG 216,Lý Nhơn,10.516273,106.758272,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Lý Nhơn,Chưa khai thác
179,1,9448,HCG 215,Lý Nhơn,10.522191,106.758068,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Lý Nhơn,Chưa khai thác
179,1,6894,HCG 073,Bến đò Rạch Cát- Vàm Sác,10.528615,106.757616,Huyện Cần Giờ,Xã Lý Nhơn,Nhà chờ,Dương Văn Hạnh,Đang khai thác
179,1,9447,HCG 214,Lý Nhơn,10.531421,106.762293,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Lý Nhơn,Chưa khai thác
179,1,6895,HCG 074,Ngã 3 Lý Nhơn,10.532966,106.766837,Huyện Cần Giờ,Xã Lý Nhơn,Trụ dừng,Dương Văn Hạnh,Đang khai thác
179,1,9446,HCG 213,Lý Nhơn,10.541723,106.762644,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Lý Nhơn,Chưa khai thác
179,1,9445,HCG 212,Lý Nhơn,10.544625,106.760668,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Lý Nhơn,Chưa khai thác
179,1,6897,HCG 076,Trường THCS Doi Lầu,10.555296,106.758683,Huyện Cần Giờ,Xã Lý Nhơn,Nhà chờ,Lý Nhơn,Đang khai thác
179,1,9444,HCG 211,Lý Nhơn,10.560482,106.763035,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Lý Nhơn,Chưa khai thác
179,1,6898,HCG 077,Cây xăng Cẩm Thanh,10.552764,106.777164,Huyện Cần Giờ,Xã Lý Nhơn,Trụ dừng,Lý Nhơn,Đang khai thác
179,1,9443,HCG 210,Lý Nhơn,10.552104,106.783967,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Lý Nhơn,Chưa khai thác
179,1,7104,HCG 135,Lý Nhơn,10.552506,106.799641,Huyện Cần Giờ,Xã Lý Nhơn,Ô sơn,Lý Nhơn,Đang khai thác
179,1,9442,HCG 209,Lý Nhơn,10.554125,106.804975,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Lý Nhơn,Chưa khai thác
179,1,6899,HCG 078,Trạm kiểm lâm Tắc Cá Cháy 1,10.55467,106.806889,Huyện Cần Giờ,Xã Lý Nhơn,Nhà chờ,Lý Nhơn,Đang khai thác
179,1,7102,HCG 133,Lý Nhơn,10.555628,106.810359,Huyện Cần Giờ,Xã Lý Nhơn,Ô sơn,Lý Nhơn,Đang khai thác
179,1,7831,HCG 156,Trạm dừng chân 1,10.560775,106.827764,Huyện Cần Giờ,Xã Lý Nhơn,Nhà chờ,Lý Nhơn,Chưa khai thác
179,1,3684,HCG 011,Ngã 3 Lý Nhơn,10.56135,106.828694,Huyện Cần Giờ,Xã Lý Nhơn,Nhà chờ,Rừng Sác,Đang khai thác
179,1,3682,HCG 010,Ngã 3 An Thới Đông,10.575751,106.824934,Huyện Cần Giờ,Xã An Thới Đông,Nhà chờ,Rừng Sác,Đang khai thác
179,1,6867,HCG 046,Tam Thôn Hiệp,10.587437,106.825535,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Trụ dừng,Tam Thôn Hiệp,Đang khai thác
179,1,6863,BX 90,An Nghĩa,10.588982,106.830593,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Bến xe,Tam Thôn Hiệp,Đang khai thác
179,2,6863,BX 90,An Nghĩa,10.588982,106.830593,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Bến xe,Tam Thôn Hiệp,Đang khai thác
179,2,6886,HCG 065,Rừng Sác,10.587579,106.82539,Huyện Cần Giờ,Xã Tam Thôn Hiệp,Trụ dừng,Tam Thôn Hiệp,Đang khai thác
179,2,3667,HCG 009,Ngã 3 An Thới Đông,10.575572,106.824633,Huyện Cần Giờ,Xã An Thới Đông,Nhà chờ,Rừng Sác,Đang khai thác
179,2,3669,HCG 012,Ngã 3 Lý Nhơn,10.561445,106.828276,Huyện Cần Giờ,Xã Lý Nhơn,Nhà chờ,Rừng Sác,Đang khai thác
179,2,7832,HCG 157,Trạm dừng chân 1,10.560899,106.827982,Huyện Cần Giờ,Xã Lý Nhơn,Nhà chờ,Lý Nhơn,Chưa khai thác
179,2,7101,HCG 132,Lý Nhơn,10.555828,106.810445,Huyện Cần Giờ,Xã Lý Nhơn,Ô sơn,Lý Nhơn,Đang khai thác
179,2,6900,HCG 079,Trạm kiểm lâm Tắc Cá Cháy 1,10.554568,106.806254,Huyện Cần Giờ,Xã Lý Nhơn,Nhà chờ,Lý Nhơn,Đang khai thác
179,2,9441,HCG 208,Lý Nhơn,10.55398,106.804337,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Lý Nhơn,Chưa khai thác
179,2,7103,HCG 134,Lý Nhơn,10.55258,106.79934,Huyện Cần Giờ,Xã Lý Nhơn,Ô sơn,Lý Nhơn,Đang khai thác
179,2,9440,HCG 207,Lý Nhơn,10.55203,106.783567,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Lý Nhơn,Chưa khai thác
179,2,6901,HCG 080,Cây xăng Cẩm Thanh,10.553065,106.776488,Huyện Cần Giờ,Xã Lý Nhơn,Trụ dừng,Lý Nhơn,Đang khai thác
179,2,9439,HCG 206,Lý Nhơn,10.560392,106.762439,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Lý Nhơn,Chưa khai thác
179,2,6902,HCG 081,Trường THCS Doi Lầu,10.55471,106.758485,Huyện Cần Giờ,Xã Lý Nhơn,Nhà chờ,Lý Nhơn,Đang khai thác
179,2,9438,HCG 205,Lý Nhơn,10.544108,106.760948,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Lý Nhơn,Chưa khai thác
179,2,9437,HCG 204,Lý Nhơn,10.541908,106.762473,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Lý Nhơn,Chưa khai thác
179,2,6904,HCG 083,Dương Văn Hạnh,10.532855,106.766092,Huyện Cần Giờ,Xã Lý Nhơn,Trụ dừng,Dương Văn Hạnh,Đang khai thác
179,2,9436,HCG 203,Vàm Sát,10.531613,106.762799,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Đê Soài Rạp,Chưa khai thác
179,2,6905,HCG 084,Bến đò Rạch Cát- Vàm Sác,10.528457,106.757498,Huyện Cần Giờ,Xã Lý Nhơn,Nhà chờ,Lý Nhơn,Đang khai thác
179,2,9435,HCG 202,Trại yến Sào,10.521431,106.75801,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Đê Soài Rạp,Chưa khai thác
179,2,9434,HCG 201,Đê Soài Rạp,10.516948,106.758214,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Đê Soài Rạp,Chưa khai thác
179,2,6906,HCG 085,Cống Ông Tư Kính,10.510646,106.758404,Huyện Cần Giờ,Xã Lý Nhơn,Trụ dừng,Dương Văn Hạnh,Đang khai thác
179,2,6907,HCG 086,Tổ nhân dân 25,10.491483,106.758678,Huyện Cần Giờ,Xã Lý Nhơn,Trụ dừng,Dương Văn Hạnh,Đang khai thác
179,2,6908,HCG 087,Tổ nhân dân 24,10.481915,106.761661,Huyện Cần Giờ,Xã Lý Nhơn,Trụ dừng,Dương Văn Hạnh,Đang khai thác
179,2,9450,HCG 217,Đại lý bia Ron,10.476479,106.764708,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Đê Soài Rạp,Chưa khai thác
179,2,6909,HCG 088,Trạm y tế xã Lý Nhơn,10.470943,106.7699,Huyện Cần Giờ,Xã Lý Nhơn,Nhà chờ,Dương Văn Hạnh,Đang khai thác
179,2,9432,HCG 199,Ngã 3 đường số 8,10.468111,106.773792,Huyện Cần Giờ,Xã An Thới Đông,Ô sơn,Dương Văn Hạnh,Chưa khai thác
179,2,6862,BX 86,Tân Điền,10.466353,106.776466,Huyện Cần Giờ,Xã Lý Nhơn,Bến xe,Dương Văn Hạnh,Đang khai thác
18,1,1088,BX 71,Cầu Kênh Lộ,10.598307,106.742727,Huyện Nhà Bè,Xã Hiệp Phước,Bến xe,Nguyễn Văn Tạo,Đang khai thác
18,1,1118,HNB 060,Nhà Tưởng niệm Liệt sỹ Nhà Bè,10.604189,106.741308,Huyện Nhà Bè,,Ô sơn,Nguyễn Văn Tạo,Đang khai thác
18,1,1119,HNB 059,Chùa Phước Linh,10.610005,106.740074,Huyện Nhà Bè,,Trụ dừng,Nguyễn Văn Tạo,Đang khai thác
18,1,1121,HNB 058,Công an xã Hiệp Phước,10.617645,106.739157,Huyện Nhà Bè,,Trụ dừng,Nguyễn Văn Tạo,Đang khai thác
18,1,1120,HNB 057,Giáo xứ Tin Mừng,10.622153,106.738159,Huyện Nhà Bè,,Trụ dừng,Nguyễn Văn Tạo,Đang khai thác
18,1,1122,HNB 064,Thành Công,10.626002,106.73737,Huyện Nhà Bè,,Trụ dừng,Nguyễn Văn Tạo,Đang khai thác
18,1,1123,HNB 055,Ngã tư Long Hậu,10.631169,106.736104,Huyện Nhà Bè,,Trụ dừng,Nguyễn Văn Tạo,Đang khai thác
18,1,1125,HNB 053,Cầu Hiệp Phước,10.634638,106.735364,Huyện Nhà Bè,,Trụ dừng,Nguyễn Văn Tạo,Đang khai thác
18,1,7306,HNB_098,Chợ tạm,10.63952,106.733948,Huyện Nhà Bè,Xã Long Thới,Trụ dừng,Nguyễn Văn Tạo,Đang khai thác
18,1,1126,HNB 052,Trung tâm dạy nghề,10.643189,106.732677,Huyện Nhà Bè,,Trụ dừng,Nguyễn Văn Tạo,Đang khai thác
18,1,1129,HNB 051,Công ty may Đại Sơn,10.64717,106.731384,Huyện Nhà Bè,,Trụ dừng,Nguyễn Văn Tạo,Đang khai thác
18,1,1130,HNB 050,Chợ Bà Chồi,10.650117,106.730461,Huyện Nhà Bè,,Trụ dừng,Nguyễn Văn Tạo,Đang khai thác
18,1,1127,HNB 049,Bệnh viện Nhân Tâm,10.653391,106.729415,Huyện Nhà Bè,,Trụ dừng,Nguyễn Văn Tạo,Đang khai thác
18,1,1128,HNB 048,Trường Long Thới,10.657133,106.728203,Huyện Nhà Bè,,Trụ dừng,Nguyễn Văn Tạo,Đang khai thác
18,1,7593,HNB 157,Trạm radar thời tiết Nhà Bè,10.660503,106.7272,Huyện Nhà Bè,Xã Long Thới,Trụ dừng,Nguyễn Văn Tạo,Đang khai thác
18,1,1131,HNB 047,Hàng Tre,10.663465,106.726213,Huyện Nhà Bè,,Trụ dừng,Nguyễn Văn Tạo,Đang khai thác
18,1,1133,HNB 037,Cầu Bà Chiêm ,10.671605,106.724576,Huyện Nhà Bè,,Trụ dừng,Nguyễn Bình,Đang khai thác
18,1,1134,HNB 038,Cầu Mương Chuối,10.672733,106.729568,Huyện Nhà Bè,,Trụ dừng,Nguyễn Bình,Đang khai thác
18,1,1135,HNB 039,Ủy ban huyện Nhà Bè,10.67375,106.734243,Huyện Nhà Bè,,Trụ dừng,Nguyễn Bình,Đang khai thác
18,1,1136,HNB 040,Trường tiểu học Nguyễn Bình,10.6746,106.737968,Huyện Nhà Bè,,Trụ dừng,Nguyễn Bình,Đang khai thác
18,1,1137,HNB 041,Đình Đức Hưng Thạnh,10.675433,106.741814,Huyện Nhà Bè,,Trụ dừng,Nguyễn Bình,Đang khai thác
18,1,1140,HNB 042,Nguyễn Bình,10.67595,106.744034,Huyện Nhà Bè,,Trụ dừng,Nguyễn Bình,Đang khai thác
18,1,1138,HNB 043,Đại lý bảo hiểm xe máy,10.67668,106.747353,Huyện Nhà Bè,,Trụ dừng,Nguyễn Bình,Đang khai thác
18,1,1139,HNB 044,Ngã Ba Bờ Đăng,10.6776,106.751465,Huyện Nhà Bè,,Trụ dừng,Nguyễn Bình,Đang khai thác
18,1,1141,HNB 020,Công Tiến Thọ,10.679507,106.75071,Huyện Nhà Bè,Xã Phú Xuân,Trụ dừng,Huỳnh Tấn Phát,Đang khai thác
18,1,1143,HNB 021,Đào Tông Nguyên,10.681985,106.746994,Huyện Nhà Bè,Xã Phú Xuân,Trụ dừng,Huỳnh Tấn Phát,Đang khai thác
18,1,1142,HNB 022,Chùa Pháp Võ,10.684125,106.745476,Huyện Nhà Bè,Xã Phú Xuân,Trụ dừng,Huỳnh Tấn Phát,Đang khai thác
18,1,1144,HNB 023,Ngân hàng Agribank,10.687393,106.743202,Huyện Nhà Bè,Thị trấn Nhà Bè,Nhà chờ,Huỳnh Tấn Phát,Đang khai thác
18,1,1145,HNB 024,Chùa Lá,10.68996,106.741909,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Huỳnh Tấn Phát,Đang khai thác
18,1,1146,HNB 025,Trường Lâm Văn Bền,10.693397,106.740723,Huyện Nhà Bè,Xã Phú Xuân,Trụ dừng,Huỳnh Tấn Phát,Đang khai thác
18,1,1150,HNB 027,Công An Thị Trấn Nhà Bè,10.695332,106.740026,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Huỳnh Tấn Phát,Đang khai thác
18,1,1148,HNB 026,Nha khoa Khánh Minh,10.698273,106.738996,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Huỳnh Tấn Phát,Đang khai thác
18,1,1059,HNB 002,Chợ Phú Xuân,10.70114,106.738315,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Huỳnh Tấn Phát,Đang khai thác
18,1,1149,Q7 168,Khu dân cư Kỹ Nguyên,10.704941,106.735246,Quận 7,,Trụ dừng,Phạm Hữu Lầu,Đang khai thác
18,1,7162,Q7 192,Đường 15B,10.70435,106.730171,Quận 7,Phường Phú Mỹ,Nhà chờ,Phạm Hữu Lầu,Đang khai thác
18,1,7170,HNB 141,Cầu Phước Long,10.702506,106.721985,Huyện Nhà Bè,Xã Phước Kiển,Ô sơn,Phạm Hữu Lầu,Đang khai thác
18,1,7168,HNB 139,Nguyễn Hữu Thọ,10.697598,106.718633,Huyện Nhà Bè,Xã Phước Kiển,Ô sơn,Phạm Hữu Lầu,Đang khai thác
18,1,7166,HNB 137,Phạm Hữu Lầu,10.694588,106.707104,Huyện Nhà Bè,Xã Phước Kiển,Ô sơn,Phạm Hữu Lầu,Đang khai thác
18,1,2818,HNB 092,Thu Liễu,10.700297,106.70431,Huyện Nhà Bè,Xã Phước Kiển,Ô sơn,Lê Văn Lương,Đang khai thác
18,1,2820,HNB 091,Bệnh viện huyện Nhà Bè,10.704593,106.703687,Huyện Nhà Bè,,Ô sơn,Lê Văn Lương,Đang khai thác
18,1,2819,HNB 090,Ngọc Lâm,10.708631,106.702759,Huyện Nhà Bè,Xã Phước Kiển,Ô sơn,Lê Văn Lương,Đang khai thác
18,1,2822,HNB 089,Đào Sư Tích,10.713317,106.701202,Huyện Nhà Bè,Xã Phước Kiển,Ô sơn,Lê Văn Lương,Đang khai thác
18,1,7164,HNB 135,Trường THCS Lê Thành Công,10.712173,106.696537,Huyện Nhà Bè,Xã Phước Kiển,Ô sơn,Đào Sư Tích,Đang khai thác
18,1,7766,HNB 136-1,Đào sư Tích,10.707268,106.688147,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Đào sư Tích,Đang khai thác
18,1,7772,HNB 139-1,Đào sư Tích,10.699944,106.68613,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Đào sư Tích,Đang khai thác
18,1,7767,HNB 138-1,Đào sư Tích,10.697509,106.685207,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Đào sư Tích,Đang khai thác
18,1,7769,HNB 140-1,Đào sư Tích,10.696749,106.684928,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Đào sư Tích,Đang khai thác
18,1,7761,HNB 01009,Đào sư Tích,10.688294,106.682589,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Đào sư Tích,Đang khai thác
18,1,7771,TĐC_110,Bến Đò Ấp 3,10.683698,106.680422,Huyện Nhà Bè,Thị trấn Nhà Bè,Bến xe,Đào sư Tích,Đang khai thác
18,2,7771,TĐC_110,Bến Đò Ấp 3,10.683698,106.680422,Huyện Nhà Bè,Thị trấn Nhà Bè,Bến xe,Đào sư Tích,Đang khai thác
18,2,7765,HNB 144-1,Đào sư Tích,10.688144,106.682712,Huyện Nhà Bè,Thị trấn Nhà Bè,Nhà chờ, Đào Sư Tích,Đang khai thác
18,2,7770,HNB 142-1,Đào sư Tích,10.696749,106.685057,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Đào sư Tích,Đang khai thác
18,2,7763,HNB 145-1,Đào sư Tích,10.699477,106.685963,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Đào sư Tích,Đang khai thác
18,2,7762,HNB 137-1,Đào sư Tích,10.70025,106.68643,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Đào sư Tích,Đang khai thác
18,2,7760,HNB 141-1, Đào Sư Tích,10.703201,106.687632,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng, Đào Sư Tích,Đang khai thác
18,2,7163,HNB 134,Trường THCS Lê Thành Công,10.712278,106.697052,Huyện Nhà Bè,Xã Phước Kiển,Ô sơn,Đào Sư Tích,Đang khai thác
18,2,2799,HNB 082,Đào Sư Tích,10.712937,106.701193,Huyện Nhà Bè,,Ô sơn,Lê Văn Lương,Đang khai thác
18,2,2798,HNB 081,Ngọc Lâm,10.708304,106.702652,Huyện Nhà Bè,Xã Phước Kiển,Ô sơn,Lê Văn Lương,Đang khai thác
18,2,2801,HNB 080,Bệnh viện huyện Nhà Bè,10.70505,106.703484,Huyện Nhà Bè,,Ô sơn,Lê Văn Lương,Đang khai thác
18,2,2800,HNB 079,Thu Liễu,10.699886,106.704202,Huyện Nhà Bè,Xã Phước Kiển,Ô sơn,Lê Văn Lương,Đang khai thác
18,2,2803,HNB 078,Phạm Hữu Lầu,10.695667,106.704834,Huyện Nhà Bè,,Ô sơn,Lê Văn Lương,Đang khai thác
18,2,7165,HNB 136,Phạm Hữu Lầu,10.694377,106.707115,Huyện Nhà Bè,Xã Phước Kiển,Ô sơn,Phạm Hữu Lầu,Đang khai thác
18,2,7167,HNB 138,Nguyễn Hữu Thọ,10.697498,106.718767,Huyện Nhà Bè,Xã Phước Kiển,Ô sơn,Phạm Hữu Lầu,Đang khai thác
18,2,7169,HNB 140,Cầu Phước Long,10.702189,106.721792,Huyện Nhà Bè,Xã Phước Kiển,Ô sơn,Phạm Hữu Lầu,Đang khai thác
18,2,7161,Q7 191,Đường 15B,10.70425,106.730644,Quận 7,Phường Phú Mỹ,Trụ dừng,Phạm Hữu Lầu,Đang khai thác
18,2,1057,Q7 169,Khu dân cư Kỹ Nguyên,10.704788,106.735198,Quận 7,Phường Phú Mỹ,Trụ dừng,Phạm Hữu Lầu,Đang khai thác
18,2,1055,HNB 001,Chợ Phú Xuân,10.701088,106.73817,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Huỳnh Tấn Phát,Đang khai thác
18,2,1147,HNB 028,Nha khoa Khánh Minh,10.6984,106.738785,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Huỳnh Tấn Phát,Đang khai thác
18,2,1058,HNB 003,Công an Thị trấn Nhà Bè,10.695869,106.739666,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Huỳnh Tấn Phát,Đang khai thác
18,2,1061,HNB 004,Trường Lâm Văn Bền,10.69345,106.740546,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Huỳnh Tấn Phát,Đang khai thác
18,2,1063,HNB 005,Chùa Lá,10.690113,106.741694,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Huỳnh Tấn Phát,Đang khai thác
18,2,1060,HNB 006,Ngân hàng Agribank,10.686992,106.743314,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ dừng,Huỳnh Tấn Phát,Đang khai thác
18,2,1065,HNB 007,Chùa Pháp Võ,10.683998,106.74538,Huyện Nhà Bè,Xã Phú Xuân,Trụ dừng,Huỳnh Tấn Phát,Đang khai thác
18,2,1062,HNB 008,Đào Tông Nguyên,10.682021,106.746764,Huyện Nhà Bè,Xã Phú Xuân,Nhà chờ,Huỳnh Tấn Phát,Đang khai thác
18,2,1066,HNB 009,Công Tiến Thọ,10.679275,106.750803,Huyện Nhà Bè,Xã Phú Xuân,Trụ dừng,Huỳnh Tấn Phát,Đang khai thác
18,2,1064,HNB 010,Ngã Ba Bờ Đăng,10.6784,106.753196,Huyện Nhà Bè,Xã Phú Xuân,Trụ dừng,Huỳnh Tấn Phát,Đang khai thác
18,2,1069,HNB 029,Ngã Ba Bờ Đăng,10.67775,106.751747,Huyện Nhà Bè,,Trụ dừng,Nguyễn Bình,Đang khai thác
